"","asin","asin_2","real_name_norm","real_name_chr_len","title_lower","chr_len_dynamic","is_the_same","need_fix"
"43","B07S5L8VYG","B07S5L8VYG","0","1",NA,NA,NA,NA
"44","B07FZ4PVRP","B07FZ4PVRP","0","1","bellissima my pro imetec steam b28 100 piastra per capelli professionale a vapore, effetto liscio a lungo, ceramica, temperatura regolabile 170°c - 200°c - 230°c, riscaldamento rapido","183","FALSE","Fix Me Please My Lord"
"45","B08J8XH5BH","B08J8XH5BH","0","1",NA,NA,NA,NA
"46","B0BFGMJSV6","B0BFGMJSV6","0","1",NA,NA,NA,NA
"47","B015O6AFPE","B015O6AFPE","0","1",NA,NA,NA,NA
"48","B07Y8DHN3F","B07Y8DHN3F","0","1",NA,NA,NA,NA
"49","B093C19CSD","B093C19CSD","0","1",NA,NA,NA,NA
"50","B079Z9GXQS","B079Z9GXQS","0","1",NA,NA,NA,NA
"51","B0987D6J4J","B0987D6J4J","0","1",NA,NA,NA,NA
"52","B0987BBB14","B0987BBB14","0","1",NA,NA,NA,NA
"53","B0987C1JFD","B0987C1JFD","0","1",NA,NA,NA,NA
"54","B0987CNV93","B0987CNV93","0","1",NA,NA,NA,NA
"55","B0987B62CP","B0987B62CP","0","1",NA,NA,NA,NA
"56","B0987BTDT2","B0987BTDT2","0","1","imetec silent power eco, termoventilatore silenzioso, stufetta elettrica, tecnologia eco -35% consumo energetico, 2100 w, funzione antigelo, temperatura regolabile, 4 funzioni, termostato ambiente","196","FALSE","Fix Me Please My Lord"
"57","B0987D9K2X","B0987D9K2X","0","1","imetec silent power protection, termoventilatore silenzioso, 2100 w, stufetta elettrica, timer spegnimento programmabile, temperatura regolabile, 4 funzioni, termostato ambiente, funzione antigelo","196","FALSE","Fix Me Please My Lord"
"58","B0987C6H2S","B0987C6H2S","0","1",NA,NA,NA,NA
"59","B08NPG5D5Y","B08NPG5D5Y","0","1","imetec buonfrullato, frullatore compatto, bicchiere in plastica bpa free, capacità 700 ml, coperchio dosa liquidi, 400 w","120","FALSE","Fix Me Please My Lord"
"60","B0BDVBHWWD","B0BDVBHWWD","0","1","imetec cakelover, impastatrice planetaria di 5 lt per dolci, creme, pizza, pane, pasta - 1500w, 6 velocità, con ciotola in acciaio inox, doppio gancio, fruste - design compatto, ricettario incluso","196","FALSE","Fix Me Please My Lord"
"61","B08JVC7VB4","B08JVC7VB4","0","1",NA,NA,NA,NA
"62","B08HS77R9B","B08HS77R9B","0","1","imetec cukò maestro, robot da cucina con cottura, 20 programmi, 10 funzioni, impasta pane e pizza, capienza 2 l, fino a 6 porzioni, 8 accessori, ricettario, 1000 w","163","FALSE","Fix Me Please My Lord"
"63","B00FM266R2","B00FM266R2","0","1","imetec dolcevita es4 bilancia elettronica da cucina, pesa solidi e liquidi, contenitore estraibile, scala graduata, portata 5 kg, divisione 1 g, funzione tara, display digitale, spegnimento automatico","200","FALSE","Fix Me Please My Lord"
"64","B08NP5M6D4","B08NP5M6D4","0","1",NA,NA,NA,NA
"65","B09K7ZS81N","B09K7ZS81N","0","1",NA,NA,NA,NA
"66","B08NK25BLP","B08NK25BLP","0","1",NA,NA,NA,NA
"67","B08RYGFL21","B08RYGFL21","0","1",NA,NA,NA,NA
"68","B08NPF5HWD","B08NPF5HWD","0","1",NA,NA,NA,NA
"69","B09CYDKRZ6","B09CYDKRZ6","0","1",NA,NA,NA,NA
"70","B08NPR9BYM","B08NPR9BYM","0","1",NA,NA,NA,NA
"71","B09CYM6KR3","B09CYM6KR3","0","1",NA,NA,NA,NA
"72","B08JVCHZF3","B08JVCHZF3","0","1",NA,NA,NA,NA
"73","B08R7NSVL5","B08R7NSVL5","0","1",NA,NA,NA,NA
"74","B08XBZV29G","B08XBZV29G","0","1",NA,NA,NA,NA
"75","B08JV8FFYH","B08JV8FFYH","0","1",NA,NA,NA,NA
"76","B01JOL22Y2","B01JOL22Y2","0","1",NA,NA,NA,NA
"77","B08JV9VVQT","B08JV9VVQT","0","1","imetec la grattugia, grattugia elettrica, rullo in acciaio inox, tramoggia in alluminio, contenitore estraibile con coperchio salvafreschezza, sistema di sicurezza, 150 w","170","FALSE","Fix Me Please My Lord"
"78","B08JV7QK54","B08JV7QK54","0","1",NA,NA,NA,NA
"79","B08JV9LX42","B08JV9LX42","0","1",NA,NA,NA,NA
"80","B01LXNKQOL","B01LXNKQOL","0","1",NA,NA,NA,NA
"81","B0711KBY99","B0711KBY99","0","1",NA,NA,NA,NA
"82","B071451JHC","B071451JHC","0","1",NA,NA,NA,NA
"83","B0755CJFPL","B0755CJFPL","0","1",NA,NA,NA,NA
"84","B076998CD8","B076998CD8","0","1",NA,NA,NA,NA
"85","B08JV87TZW","B08JV87TZW","0","1",NA,NA,NA,NA
"86","B08R7NM2SF","B08R7NM2SF","0","1",NA,NA,NA,NA
"87","B08JV8L49M","B08JV8L49M","0","1",NA,NA,NA,NA
"88","B08NPR8QNN","B08NPR8QNN","0","1",NA,NA,NA,NA
"89","B08NK1L69Z","B08NK1L69Z","0","1",NA,NA,NA,NA
"90","B08NPMMFWQ","B08NPMMFWQ","0","1",NA,NA,NA,NA
"91","B0848JZ6KP","B0848JZ6KP","0","1",NA,NA,NA,NA
"92","B009E7CBIY","B009E7CBIY","0","1",NA,NA,NA,NA
"93","B00IRAFHB2","B00IRAFHB2","0","1",NA,NA,NA,NA
"94","B0BLCXY3J8","B0BLCXY3J8","0","1",NA,NA,NA,NA
"95","B0BLCZ42BG","B0BLCZ42BG","0","1",NA,NA,NA,NA
"96","B08J8ZLLDT","B08J8ZLLDT","0","1",NA,NA,NA,NA
"97","B08J8Z15M1","B08J8Z15M1","0","1",NA,NA,NA,NA
"98","B08J8ZH957","B08J8ZH957","0","1",NA,NA,NA,NA
"99","B08J8XJHNM","B08J8XJHNM","0","1",NA,NA,NA,NA
"100","B078RL1X78","B078RL1X78","0","1",NA,NA,NA,NA
"101","B09CTZV4TM","B09CTZV4TM","0","1",NA,NA,NA,NA
"102","B09CTZF711","B09CTZF711","0","1",NA,NA,NA,NA
"103","B09KV6G5KT","B09KV6G5KT","0","1",NA,NA,NA,NA
"104","B09CTZM9LJ","B09CTZM9LJ","0","1",NA,NA,NA,NA
"105","B0B8JFYZ34","B0B8JFYZ34","0","1",NA,NA,NA,NA
"106","B07Y8GCMLG","B07Y8GCMLG","0","1",NA,NA,NA,NA
"107","B07Y8GH4K8","B07Y8GH4K8","0","1",NA,NA,NA,NA
"108","B07Y8GQVND","B07Y8GQVND","0","1",NA,NA,NA,NA
"109","B08J8XMFQN","B08J8XMFQN","0","1",NA,NA,NA,NA
"110","B09GTTY863","B09GTTY863","0","1",NA,NA,NA,NA
"111","B08HR23S41","B08HR23S41","0","1",NA,NA,NA,NA
"112","B08HR1VGSR","B08HR1VGSR","0","1",NA,NA,NA,NA
"113","B07Y8FDGDQ","B07Y8FDGDQ","0","1",NA,NA,NA,NA
"114","B07Y8GQMP5","B07Y8GQMP5","0","1",NA,NA,NA,NA
"115","B07Y8GR1WS","B07Y8GR1WS","0","1",NA,NA,NA,NA
"116","B07Y8FZ6GJ","B07Y8FZ6GJ","0","1",NA,NA,NA,NA
"117","B0056C02MI","B0056C02MI","0","1","imetec scaldasonno matrimoniale 150x160 cm, 50% lana e merino, 2 temperature, dispositivo sicurezza electro block, made in italy","128","FALSE","Fix Me Please My Lord"
"118","B00K6MR6JK","B00K6MR6JK","0","1",NA,NA,NA,NA
"119","B00M975Z7K","B00M975Z7K","0","1",NA,NA,NA,NA
"120","B0056BZZDA","B0056BZZDA","0","1",NA,NA,NA,NA
"121","B00A9269R2","B00A9269R2","0","1",NA,NA,NA,NA
"122","B07VGH4Z81","B07VGH4Z81","0","1",NA,NA,NA,NA
"123","B07VC16GW8","B07VC16GW8","0","1",NA,NA,NA,NA
"124","B07W4JVN8S","B07W4JVN8S","0","1",NA,NA,NA,NA
"125","B07WBZC85N","B07WBZC85N","0","1",NA,NA,NA,NA
"126","B09N2JV9X3","B09N2JV9X3","0","1",NA,NA,NA,NA
"127","B0BCPB5TYQ","B0BCPB5TYQ","0","1",NA,NA,NA,NA
"128","B08V11MR92","B08V11MR92","0","1",NA,NA,NA,NA
"129","B09SDHHKJZ","B09SDHHKJZ","0","1",NA,NA,NA,NA
"130","B00GLSDCS2","B00GLSDCS2","0","1",NA,NA,NA,NA
"131","B08X6QMR36","B08X6QMR36","0","1",NA,NA,NA,NA
"132","B08HS4ZSMH","B08HS4ZSMH","0","1",NA,NA,NA,NA
"133","B08HS61FJ5","B08HS61FJ5","0","1",NA,NA,NA,NA
"134","B0B1QV8TWC","B0B1QV8TWC","0","1",NA,NA,NA,NA
"135","B07S61V42S","B07S61V42S","0","1",NA,NA,NA,NA
"136","B07P35DTPJ","B07P35DTPJ","0","1",NA,NA,NA,NA
"137","B07CKY9SNZ","B07CKY9SNZ","0","1",NA,NA,NA,NA
"138","B07PPC54RD","B07PPC54RD","0","1",NA,NA,NA,NA
"139","B07CKRCMB7","B07CKRCMB7","0","1",NA,NA,NA,NA
"140","B07MZGRDJ4","B07MZGRDJ4","0","1",NA,NA,NA,NA
"141","B07NYRRF1Y","B07NYRRF1Y","0","1","imetec zerocalc z3 3900 ferro da stiro a vapore, tecnologia anticalcare, tecnologia intellivapor (temperatura unica ideale per tutti i tessuti), piastra ceramica, 2400 w, colpo vapore 170 g","189","FALSE","Fix Me Please My Lord"
