"","asin","asin_2","title_lower","chr_len_dynamic","real_name_norm","real_name_chr_len","is_the_same","need_fix","X..i.."
"12","B015O6A68K","B015O6A68K",NA,NA,"0","1",NA,NA,NA
"13","B09ZJ9QXZY","B09ZJ9QXZY","bellissima imetec creativity ceramic & tourmaline, piastra per capelli, liscio o mosso, rivestimento in ceramica e tormalina, regolazione temperatura da 150-230°c, riscaldamento rapido","184","0","1","FALSE","Fix Me Please My Lord",NA
"14","B01N55NF5G","B01N55NF5G",NA,NA,"0","1",NA,NA,NA
"15","B0BFBDBJK2","B0BFBDBJK2","bellissima imetec diffon ceramic & argan oil, diffusore ad aria calda per capelli ricci, tecnologia ceramica e olio di argan, 2 livelli aria/temperatura, asciugatura delicata, 700 w, idea regalo","194","0","1","FALSE","Fix Me Please My Lord",NA
"16","B09SGB55N4","B09SGB55N4","bellissima imetec diffon supreme, diffusore ad aria calda per capelli ricci, diffusore xl con 12 dita, tecnologia ceramica&argan oil, 2 velocità, 3 temperature, asciugatura delicata","181","0","1","FALSE","Fix Me Please My Lord",NA
"17","B00N4K5PDK","B00N4K5PDK",NA,NA,"0","1",NA,NA,NA
"18","B00SKVYB6K","B00SKVYB6K",NA,NA,"0","1",NA,NA,NA
"19","B00VRGPXF8","B00VRGPXF8",NA,NA,"0","1",NA,NA,NA
"20","B075RFR2CV","B075RFR2CV","bellissima gt15 200 ferro arricciacapelli, rivestimento in ceramica, per fare boccoli, ricci stretti e definiti, temperatura 150°c / 210°c, cono 18 / 25 mm, guanto termico, adatto a tutti i capelli","197","0","1","FALSE","Fix Me Please My Lord",NA
"21","B06WP9PPT6","B06WP9PPT6","bellissima imetec intellisense b24 100 piastra intelligente, capelli lisci o mossi, protetti senza calore eccessivo, temperatura automatica su misura per tutti i capelli, rivestimento in ceramica","195","0","1","FALSE","Fix Me Please My Lord",NA
"22","B0B9HC9HSR","B0B9HC9HSR",NA,NA,"0","1",NA,NA,NA
"23","B07FYHM3QY","B07FYHM3QY",NA,NA,"0","1",NA,NA,NA
"24","B07S5L9937","B07S5L9937",NA,NA,"0","1",NA,NA,NA
"25","B08X7BYVZQ","B08X7BYVZQ",NA,NA,"0","1",NA,NA,NA
"26","B015O6A6GM","B015O6A6GM","bellissima imetec p11 2300 asciugacapelli professionale, 2300 w, rivestimento in ceramica e tormalina, 8 combinazioni aria/temperatura, beccuccio stretto, diffusore capelli ricci","178","0","1","FALSE","Fix Me Please My Lord",NA
"27","B00O4QVS66","B00O4QVS66","bellissima imetec p2 2200 asciugacapelli professionale, potenza 2200 w, tecnologia a ioni per idratare i capelli e ridurre l'effetto crespo, 8 combinazioni aria/temperatura, beccuccio stretto","191","0","1","FALSE","Fix Me Please My Lord",NA
"28","B07Y8DPHCL","B07Y8DPHCL",NA,NA,"0","1",NA,NA,NA
"29","B00G3DNXIE","B00G3DNXIE","bellissima imetec s5 2200 asciugacapelli, 2200 w, asciugatura rapida e styling a lunga durata, 8 combinazioni aria/temperatura, colpo d'aria fredda","147","0","1","FALSE","Fix Me Please My Lord",NA
"30","B0BNL2X57R","B0BNL2X57R",NA,NA,"0","1",NA,NA,NA
"31","B09BJ7LNR6","B09BJ7LNR6",NA,NA,"0","1",NA,NA,NA
"32","B06WGV3DBP","B06WGV3DBP",NA,NA,"0","1",NA,NA,NA
"33","B08NKXBJX1","B08NKXBJX1",NA,NA,"0","1",NA,NA,NA
"34","B07JVLQ38M","B07JVLQ38M","bellissima my pro imetec ceramic p5 3800 asciugacapelli professionale per capelli morbidi e luminosi, tecnologia ceramica, potenza 2300 w, ionizzatore, diffusore e convogliatore ceramico","186","0","1","FALSE","Fix Me Please My Lord",NA
"35","B08LVXG2V1","B08LVXG2V1","bellissima my pro imetec diffon ceramic, diffusore ad aria calda per capelli ricci, tecnologia ceramica, 700 w, 2 combinazioni aria per temperatura, asciugatura delicata senza effetto crespo, nero","196","0","1","FALSE","Fix Me Please My Lord",NA
"36","B07W3VJQZD","B07W3VJQZD",NA,NA,"0","1",NA,NA,NA
"37","B08J8XNFNC","B08J8XNFNC",NA,NA,"0","1",NA,NA,NA
"38","B08J8XCSH4","B08J8XCSH4",NA,NA,"0","1",NA,NA,NA
"39","B08J8XCSHB","B08J8XCSHB",NA,NA,"0","1",NA,NA,NA
"40","B08J8XN21F","B08J8XN21F","bellissima my pro imetec gt22 140 accessorio glamour waves per styler arricciacapelli twist e style, rivestimento in ceramica, temperatura 190 gradi c, nero, diametro 13, 38 mm","176","0","1","FALSE","Fix Me Please My Lord",NA
"41","B09CTZ6WKM","B09CTZ6WKM",NA,NA,"0","1",NA,NA,NA
"42","B09CTZZGFY","B09CTZZGFY","bellissima my pro imetec gt22 160, accessorio hollywood waves per styler arricciacapelli twist&style, rivestimento in ceramica, temperatura 190°c, ovale, diametro 38 x 25 mm","173","0","1","FALSE","Fix Me Please My Lord",NA
"43","B07S5L8VYG","B07S5L8VYG",NA,NA,"0","1",NA,NA,NA
"44","B07FZ4PVRP","B07FZ4PVRP","imetec bellissima my pro steam b28 100 piastra per capelli professionale a vapore, effetto liscio a lungo, ceramica, temperatura regolabile 170°c - 200°c - 230°c, riscaldamento rapido","183","0","1","FALSE","Fix Me Please My Lord",NA
"45","B08J8XH5BH","B08J8XH5BH","bellissima my pro imetec twist & style gt22 100, manico per styler arricciacapelli per onde e ricci, temperatura automatica, riscaldamento rapido, orientabile a 90°, accessori non inclusi","187","0","1","FALSE","Fix Me Please My Lord",NA
"46","B0BFGMJSV6","B0BFGMJSV6",NA,NA,"0","1",NA,NA,NA
"47","B015O6AFPE","B015O6AFPE",NA,NA,"0","1",NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","B093C19CSD","B093C19CSD",NA,NA,"0","1",NA,NA,NA
"50","B079Z9GXQS","B079Z9GXQS","imetec salon expert p5 3600 asciugacapelli professionale, 2300 w, griglia con rivestimento in ceramica e cheratina, tecnologia a ioni, 8 combinazioni aria/temperatura, 2 beccucci","178","0","1","FALSE","Fix Me Please My Lord",NA
"51","B0987D6J4J","B0987D6J4J",NA,NA,"0","1",NA,NA,NA
"52","B0987BBB14","B0987BBB14",NA,NA,"0","1",NA,NA,NA
"53","B0987C1JFD","B0987C1JFD",NA,NA,"0","1",NA,NA,NA
"54","B0987CNV93","B0987CNV93",NA,NA,"0","1",NA,NA,NA
"55","B0987B62CP","B0987B62CP",NA,NA,"0","1",NA,NA,NA
"56","B0987BTDT2","B0987BTDT2",NA,NA,"0","1",NA,NA,NA
"57","B0987D9K2X","B0987D9K2X",NA,NA,"0","1",NA,NA,NA
"58","B0987C6H2S","B0987C6H2S",NA,NA,"0","1",NA,NA,NA
"59","B08NPG5D5Y","B08NPG5D5Y","imetec buonfrullato, frullatore compatto, bicchiere in plastica bpa free, capacità 700 ml, coperchio dosa liquidi, 400 w","120","0","1","FALSE","Fix Me Please My Lord",NA
"60","B0BDVBHWWD","B0BDVBHWWD","imetec cakelover, impastatrice planetaria di 5 lt per dolci, creme, pizza, pane, pasta - 1500w, 6 velocità, con ciotola in acciaio inox, doppio gancio, fruste - design compatto, ricettario incluso","196","0","1","FALSE","Fix Me Please My Lord",NA
"61","B08JVC7VB4","B08JVC7VB4",NA,NA,"0","1",NA,NA,NA
"62","B08HS77R9B","B08HS77R9B",NA,NA,"0","1",NA,NA,NA
"63","B00FM266R2","B00FM266R2",NA,NA,"0","1",NA,NA,NA
"64","B08NP5M6D4","B08NP5M6D4","imetec frescoaroma macina caffè e spezie, pepe, zucchero, frutta secca elettrico con lame in acciaio inox, contenitore salva-freschezza, funzionamento a impulsi, 150 w","167","0","1","FALSE","Fix Me Please My Lord",NA
"65","B09K7ZS81N","B09K7ZS81N",NA,NA,"0","1",NA,NA,NA
"66","B08NK25BLP","B08NK25BLP",NA,NA,"0","1",NA,NA,NA
"67","B08RYGFL21","B08RYGFL21",NA,NA,"0","1",NA,NA,NA
"68","B08NPF5HWD","B08NPF5HWD",NA,NA,"0","1",NA,NA,NA
"69","B09CYDKRZ6","B09CYDKRZ6",NA,NA,"0","1",NA,NA,NA
"70","B08NPR9BYM","B08NPR9BYM",NA,NA,"0","1",NA,NA,NA
"71","B09CYM6KR3","B09CYM6KR3",NA,NA,"0","1",NA,NA,NA
"72","B08JVCHZF3","B08JVCHZF3","imetec frullatutto frullatore, lame tritaghiaccio in acciaio inox, bicchiere da 800 ml in vetro antigraffio, 2 velocità, funzionamento impulsi, 500 w, 2 velocità, lavabile lavastoviglie","185","0","1","FALSE","Fix Me Please My Lord",NA
"73","B08R7NSVL5","B08R7NSVL5",NA,NA,"0","1",NA,NA,NA
"74","B08XBZV29G","B08XBZV29G",NA,NA,"0","1",NA,NA,NA
"75","B08JV8FFYH","B08JV8FFYH",NA,NA,"0","1",NA,NA,NA
"76","B01JOL22Y2","B01JOL22Y2","imetec hb3 frullatore a immersione, gambo large estraibile, lame in acciaio inox, funzionamento a impulsi, 450 w","112","0","1","FALSE","Fix Me Please My Lord",NA
"77","B08JV9VVQT","B08JV9VVQT","imetec la grattugia, grattugia elettrica, rullo in acciaio inox, tramoggia in alluminio, contenitore estraibile con coperchio salvafreschezza, sistema di sicurezza, 150 w","170","0","1","FALSE","Fix Me Please My Lord",NA
"78","B08JV7QK54","B08JV7QK54",NA,NA,"0","1",NA,NA,NA
"79","B08JV9LX42","B08JV9LX42","imetec la tostagriglia, tostiera, piastre xl rigate e antiaderenti, interruttore on/off, spia riscaldamento piastre, gancio chiusura, avvolgicavo, tostapane compatto, 900 w","172","0","1","FALSE","Fix Me Please My Lord",NA
"80","B01LXNKQOL","B01LXNKQOL",NA,NA,"0","1",NA,NA,NA
"81","B0711KBY99","B0711KBY99",NA,NA,"0","1",NA,NA,NA
"82","B071451JHC","B071451JHC",NA,NA,"0","1",NA,NA,NA
"83","B0755CJFPL","B0755CJFPL",NA,NA,"0","1",NA,NA,NA
"84","B076998CD8","B076998CD8",NA,NA,"0","1",NA,NA,NA
"85","B08JV87TZW","B08JV87TZW",NA,NA,"0","1",NA,NA,NA
"86","B08R7NM2SF","B08R7NM2SF",NA,NA,"0","1",NA,NA,NA
"87","B08JV8L49M","B08JV8L49M",NA,NA,"0","1",NA,NA,NA
"88","B08NPR8QNN","B08NPR8QNN","imetec tritacompact tritatutto, lame in acciaio inox, capienza contenitore 400 ml, funzionamento a pressione, compatto, 350 w","125","0","1","FALSE","Fix Me Please My Lord",NA
"89","B08NK1L69Z","B08NK1L69Z","imetec tritamax, tritatutto, 4 lame in acciaio inox, capiente contenitore 600 ml, accessorio frusta per salse e panna montata, 2 velocità, 500 watt","147","0","1","FALSE","Fix Me Please My Lord",NA
"90","B08NPMMFWQ","B08NPMMFWQ",NA,NA,"0","1",NA,NA,NA
"91","B0848JZ6KP","B0848JZ6KP",NA,NA,"0","1",NA,NA,NA
"92","B009E7CBIY","B009E7CBIY","bellissima imetec face cleansing spazzola per pulizia viso, deterge ed esfolia la pelle, kit con 5 testine intercambiabili, tecnologia a vibrazione sonica, impermeabile, beauty bag inclusa","188","0","1","FALSE","Fix Me Please My Lord",NA
"93","B00IRAFHB2","B00IRAFHB2",NA,NA,"0","1",NA,NA,NA
"94","B0BLCXY3J8","B0BLCXY3J8","imetec adapto elegance, plaid riscaldabile, coperta elettrica, 180 x 140 cm, tessuto morbido velvet double face, risparmio energetico, tecnologia adapto, rapido riscaldamento, 6 temperature, lavabile","199","0","1","FALSE","Fix Me Please My Lord",NA
"95","B0BLCZ42BG","B0BLCZ42BG","imetec adapto grand luxe, plaid riscaldabile, coperta elettrica, 180 x 140 cm, tessuto morbido peluche sherpa, risparmio energetico, tecnologia adapto, rapido riscaldamento, 6 temperature, lavabile","197","0","1","FALSE","Fix Me Please My Lord",NA
"96","B08J8ZLLDT","B08J8ZLLDT","imetec adapto velvet jacquard plaid riscaldabile, coperta elettrica 140x180 cm tessuto morbido, basso consumo, tecnologia adapto, tecnologia di sicurezza, rapido riscaldamento, 6 temperature, lavabile","200","0","1","FALSE","Fix Me Please My Lord",NA
"97","B08J8Z15M1","B08J8Z15M1",NA,NA,"0","1",NA,NA,NA
"98","B08J8ZH957","B08J8ZH957",NA,NA,"0","1",NA,NA,NA
"99","B08J8XJHNM","B08J8XJHNM","imetec adapto velvet tartan plaid riscaldabile, coperta elettrica 160x120 cm tessuto morbido, basso consumo, tecnologia adapto, dispositivo di sicurezza, rapido riscaldamento, 6 temperature, lavabile","199","0","1","FALSE","Fix Me Please My Lord",NA
"100","B078RL1X78","B078RL1X78",NA,NA,"0","1",NA,NA,NA
"101","B09CTZV4TM","B09CTZV4TM","imetec intellisense cervical, termoforo per cervicale e spalle, cuscino termico, 47x52 cm, tessuto anallergico, 5 temperature, electro block di sicurezza, riscaldamento rapido, lavabile in lavatrice","198","0","1","FALSE","Fix Me Please My Lord",NA
"102","B09CTZF711","B09CTZF711",NA,NA,"0","1",NA,NA,NA
"103","B09KV6G5KT","B09KV6G5KT",NA,NA,"0","1",NA,NA,NA
"104","B09CTZM9LJ","B09CTZM9LJ",NA,NA,"0","1",NA,NA,NA
"105","B0B8JFYZ34","B0B8JFYZ34",NA,NA,"0","1",NA,NA,NA
"106","B07Y8GCMLG","B07Y8GCMLG","imetec scaldasonno adapto matrimoniale 150 x 160 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, 100% lana e merino, made in italy, 2 comandi separati, 6 temperature","186","0","1","FALSE","Fix Me Please My Lord",NA
"107","B07Y8GH4K8","B07Y8GH4K8","imetec scaldasonno adapto matrimoniale 150 x 160 cm, basso consumo, tecnologia brevettata, riscaldamento rapido, temperatura personalizzata, 100% cotone, made in italy, 2 comandi con 6 temperature","196","0","1","FALSE","Fix Me Please My Lord",NA
"108","B07Y8GQVND","B07Y8GQVND",NA,NA,"0","1",NA,NA,NA
"109","B08J8XMFQN","B08J8XMFQN",NA,NA,"0","1",NA,NA,NA
"110","B09GTTY863","B09GTTY863","imetec scaldasonno adapto maxi coprimaterasso matrimoniale 195x165 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, 100% cotone percalle trapuntato, doppio comando, 6 temperature","198","0","1","FALSE","Fix Me Please My Lord",NA
"111","B08HR23S41","B08HR23S41",NA,NA,"0","1",NA,NA,NA
"112","B08HR1VGSR","B08HR1VGSR","imetec scaldasonno adapto maxi coprimaterasso singolo 195x90 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, tessuto anallergico trapuntato, comando a 6 temperature","185","0","1","FALSE","Fix Me Please My Lord",NA
"113","B07Y8FDGDQ","B07Y8FDGDQ",NA,NA,"0","1",NA,NA,NA
"114","B07Y8GQMP5","B07Y8GQMP5","imetec scaldasonno adapto singolo 150 x 80 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, 100% lana e merino, made in italy, tessuto antiscivolo, comando con 6 temperature","193","0","1","FALSE","Fix Me Please My Lord",NA
"115","B07Y8GR1WS","B07Y8GR1WS",NA,NA,"0","1",NA,NA,NA
"116","B07Y8FZ6GJ","B07Y8FZ6GJ","imetec scaldasonno adapto singolo 150 x 80 cm, riscaldamento rapido, temperatura costante e personalizzata, tessuto trapuntato anallergico, made in italy, comando con 6 temperature","180","0","1","FALSE","Fix Me Please My Lord",NA
"117","B0056C02MI","B0056C02MI","imetec scaldasonno matrimoniale 150x160 cm, 50% lana e merino, 2 temperature, dispositivo sicurezza electro block, made in italy","128","0","1","FALSE","Fix Me Please My Lord",NA
"118","B00K6MR6JK","B00K6MR6JK","imetec scaldasonno matrimoniale, 150 x 137 cm, 2 comandi con 2 temperature, tessuto trapuntato, lavabile a mano e in lavatrice a 30°c","133","0","1","FALSE","Fix Me Please My Lord",NA
"119","B00M975Z7K","B00M975Z7K","imetec scaldasonno sensitive singolo, si adatta ai cambi di temperatura, morbido peluche, coprimaterasso maxi 190 x 90, electro block, 6 temperature, timer, risparmio energetico, lavabile","187","0","1","FALSE","Fix Me Please My Lord",NA
"120","B0056BZZDA","B0056BZZDA",NA,NA,"0","1",NA,NA,NA
"121","B00A9269R2","B00A9269R2",NA,NA,"0","1",NA,NA,NA
"122","B07VGH4Z81","B07VGH4Z81",NA,NA,"0","1",NA,NA,NA
"123","B07VC16GW8","B07VC16GW8","imetec compact es1 100 bilancia pesapersone elettronica compatta, design ultrasottile, ampio lcd display, portata max 150 kg","124","0","1","FALSE","Fix Me Please My Lord",NA
"124","B07W4JVN8S","B07W4JVN8S","imetec monitoring es9 300 bilancia pesapersone elettronica, monitoraggio trend grafico peso, 4 utenti, fino a 180 kg, lcd display, vetro temperato","146","0","1","FALSE","Fix Me Please My Lord",NA
"125","B07WBZC85N","B07WBZC85N",NA,NA,"0","1",NA,NA,NA
"126","B09N2JV9X3","B09N2JV9X3","imetec pro, bilancia pesapersone meccanica, rileva il peso in modo chiaro e affidabile, pedana antiscivolo, portata max 150 kg, divisione 1 kg, funzionamento analogico","167","0","1","FALSE","Fix Me Please My Lord",NA
"127","B0BCPB5TYQ","B0BCPB5TYQ",NA,NA,"0","1",NA,NA,NA
"128","B08V11MR92","B08V11MR92",NA,NA,"0","1",NA,NA,NA
"129","B09SDHHKJZ","B09SDHHKJZ","imetec intellifast, ferro da stiro a vapore, tecnologia intelli system, impostazione automatica della temperatura, piastra ceramic diamond, protezione anticalcare, 2400 w, colpo vapore 200 g","190","0","1","FALSE","Fix Me Please My Lord",NA
"130","B00GLSDCS2","B00GLSDCS2",NA,NA,"0","1",NA,NA,NA
"131","B08X6QMR36","B08X6QMR36","imetec onda f1, ferro da stiro a vapore con piastra a onde scorrevole brevettata, 2400 w, colpo di vapore 200g, serbatoio 300 ml, tripla protezione anticalcare","159","0","1","FALSE","Fix Me Please My Lord",NA
"132","B08HS4ZSMH","B08HS4ZSMH",NA,NA,"0","1",NA,NA,NA
"133","B08HS61FJ5","B08HS61FJ5","imetec onda p2 ferro da stiro generatore di vapore, piastra a onde scorrevole brevettata, 2400w, colpo vapore 300 g, serbatoio 2,5l, 3 filtri con ioni di argento, tecnologia no stop vapor","187","0","1","FALSE","Fix Me Please My Lord",NA
"134","B0B1QV8TWC","B0B1QV8TWC","imetec rapidvapor ferro da stiro generatore di vapore, piastra fluid ceramic a rapido riscaldamento, leggero, sistema di pulizia calc clean, colpo vapore 240 g, 2400 w, 5 bar pump","179","0","1","FALSE","Fix Me Please My Lord",NA
"135","B07S61V42S","B07S61V42S",NA,NA,"0","1",NA,NA,NA
"136","B07P35DTPJ","B07P35DTPJ",NA,NA,"0","1",NA,NA,NA
"137","B07CKY9SNZ","B07CKY9SNZ",NA,NA,"0","1",NA,NA,NA
"138","B07PPC54RD","B07PPC54RD",NA,NA,"0","1",NA,NA,NA
"139","B07CKRCMB7","B07CKRCMB7",NA,NA,"0","1",NA,NA,NA
"140","B07MZGRDJ4","B07MZGRDJ4",NA,NA,"0","1",NA,NA,NA
"141","B07NYRRF1Y","B07NYRRF1Y","imetec zerocalc z3 3900 ferro da stiro a vapore, tecnologia anticalcare, tecnologia intellivapor (temperatura unica ideale per tutti i tessuti), piastra ceramica, 2400 w, colpo vapore 170 g","189","0","1","FALSE","Fix Me Please My Lord",NA
