"","asin","asin_2","real_name_norm","real_name_chr_len","title_lower","chr_len_dynamic","is_the_same","need_fix"
"62","B08HS77R9B","B08HS77R9B","0","1","imetec cukò maestro, robot da cucina con cottura, 20 programmi, 10 funzioni, impasta pane e pizza, capienza 2 l, fino a 6 porzioni, 8 accessori, ricettario, 1000 w","163","FALSE","Fix Me Please My Lord"
"63","B00FM266R2","B00FM266R2","0","1","imetec dolcevita es4 bilancia elettronica da cucina, pesa solidi e liquidi, contenitore estraibile, scala graduata, portata 5 kg, divisione 1 g, funzione tara, display digitale, spegnimento automatico","200","FALSE","Fix Me Please My Lord"
"64","B08NP5M6D4","B08NP5M6D4","0","1",NA,NA,NA,NA
"65","B09K7ZS81N","B09K7ZS81N","0","1",NA,NA,NA,NA
"66","B08NK25BLP","B08NK25BLP","0","1",NA,NA,NA,NA
"67","B08RYGFL21","B08RYGFL21","0","1","imetec frulla&gusta, frullatore con 4 lame in acciaio inox, bicchiare in vetro, 2 velocità e funzionamento impulsi, 500 w, capienza 800 ml, lavabile lavastoviglie, piedini antiscivolo","183","FALSE","Fix Me Please My Lord"
"68","B08NPF5HWD","B08NPF5HWD","0","1",NA,NA,NA,NA
"69","B09CYDKRZ6","B09CYDKRZ6","0","1","imetec frullafacile, frullatore a immersione, gambo xl, lame in acciaio inox, funzionamento a impulsi, bicchiere graduato da 700 ml bpa free, 800 w, impugnatura ergonomica","171","FALSE","Fix Me Please My Lord"
"70","B08NPR9BYM","B08NPR9BYM","0","1","imetec frullarapido, frullatore a immersione, gambo xl in acciaio, lame in acciaio inox, funzionamento a impulsi, impugnatura ergonomica, 450 watt","146","FALSE","Fix Me Please My Lord"
"71","B09CYM6KR3","B09CYM6KR3","0","1",NA,NA,NA,NA
"72","B08JVCHZF3","B08JVCHZF3","0","1",NA,NA,NA,NA
"73","B08R7NSVL5","B08R7NSVL5","0","1",NA,NA,NA,NA
"74","B08XBZV29G","B08XBZV29G","0","1",NA,NA,NA,NA
"75","B08JV8FFYH","B08JV8FFYH","0","1",NA,NA,NA,NA
"76","B01JOL22Y2","B01JOL22Y2","0","1",NA,NA,NA,NA
"77","B08JV9VVQT","B08JV9VVQT","0","1",NA,NA,NA,NA
"78","B08JV7QK54","B08JV7QK54","0","1","imetec la panetteria +zeroglu, macchina per pane, ciabatte, panini, dolci con farine naturali e senza glutine, 20 programmi, 2 pale impastatrici, temperatura di lievitazione controllata","185","FALSE","Fix Me Please My Lord"
"79","B08JV9LX42","B08JV9LX42","0","1","imetec la tostagriglia, tostiera, piastre xl rigate e antiaderenti, interruttore on/off, spia riscaldamento piastre, gancio chiusura, avvolgicavo, tostapane compatto, 900 w","172","FALSE","Fix Me Please My Lord"
"80","B01LXNKQOL","B01LXNKQOL","0","1",NA,NA,NA,NA
"81","B0711KBY99","B0711KBY99","0","1",NA,NA,NA,NA
"82","B071451JHC","B071451JHC","0","1",NA,NA,NA,NA
"83","B0755CJFPL","B0755CJFPL","0","1",NA,NA,NA,NA
"84","B076998CD8","B076998CD8","0","1",NA,NA,NA,NA
"85","B08JV87TZW","B08JV87TZW","0","1",NA,NA,NA,NA
"86","B08R7NM2SF","B08R7NM2SF","0","1",NA,NA,NA,NA
"87","B08JV8L49M","B08JV8L49M","0","1",NA,NA,NA,NA
"88","B08NPR8QNN","B08NPR8QNN","0","1",NA,NA,NA,NA
"89","B08NK1L69Z","B08NK1L69Z","0","1","imetec tritamax, tritatutto, 4 lame in acciaio inox, capiente contenitore 600 ml, accessorio frusta per salse e panna montata, 2 velocità, 500 watt","147","FALSE","Fix Me Please My Lord"
"90","B08NPMMFWQ","B08NPMMFWQ","0","1",NA,NA,NA,NA
"91","B0848JZ6KP","B0848JZ6KP","0","1","imetec zero-glu pro, macchina per pane, ciabatte e panini senza glutine per celiaci, pasta pizza, dolci, marmellate, 20 programmi, 2 pale impastatrici, temperatura levitazione controllata, ricettario","199","FALSE","Fix Me Please My Lord"
"92","B009E7CBIY","B009E7CBIY","0","1","bellissima imetec face cleansing spazzola per pulizia viso, deterge ed esfolia la pelle, kit con 5 testine intercambiabili, tecnologia a vibrazione sonica, impermeabile, beauty bag inclusa","188","FALSE","Fix Me Please My Lord"
"93","B00IRAFHB2","B00IRAFHB2","0","1",NA,NA,NA,NA
"94","B0BLCXY3J8","B0BLCXY3J8","0","1",NA,NA,NA,NA
"95","B0BLCZ42BG","B0BLCZ42BG","0","1",NA,NA,NA,NA
"96","B08J8ZLLDT","B08J8ZLLDT","0","1",NA,NA,NA,NA
"97","B08J8Z15M1","B08J8Z15M1","0","1",NA,NA,NA,NA
"98","B08J8ZH957","B08J8ZH957","0","1","imetec adapto velvet tartan plaid riscaldabile con tasca mani e piedi, coperta elettrica 150x110 cm, basso consumo, tecnologia adapto, sicuro, rapido riscaldamento, 6 temperature, lavabile","188","FALSE","Fix Me Please My Lord"
"99","B08J8XJHNM","B08J8XJHNM","0","1","imetec adapto velvet tartan plaid riscaldabile, coperta elettrica 160x120 cm tessuto morbido, basso consumo, tecnologia adapto, dispositivo di sicurezza, rapido riscaldamento, 6 temperature, lavabile","199","FALSE","Fix Me Please My Lord"
"100","B078RL1X78","B078RL1X78","0","1","imetec bw03 boule elettrica cordless, tecnologia ceramica, riscaldamento ultrarapido, termostato di sicurezza, spia di ricarica","127","FALSE","Fix Me Please My Lord"
"101","B09CTZV4TM","B09CTZV4TM","0","1","imetec intellisense cervical, termoforo per cervicale e spalle, cuscino termico, 47x52 cm, tessuto anallergico, 5 temperature, electro block di sicurezza, riscaldamento rapido, lavabile in lavatrice","198","FALSE","Fix Me Please My Lord"
"102","B09CTZF711","B09CTZF711","0","1","imetec intellisense comfort, termoforo multiuso, cuscino termico, per schiena e addome, tasca per mani, rapido riscaldamento, tessuto anallergico, 5 temperature, electro block di sicurezza, lavabile","198","FALSE","Fix Me Please My Lord"
"103","B09KV6G5KT","B09KV6G5KT","0","1",NA,NA,NA,NA
"104","B09CTZM9LJ","B09CTZM9LJ","0","1",NA,NA,NA,NA
"105","B0B8JFYZ34","B0B8JFYZ34","0","1","imetec intellisensefeet scaldapiedi, tecnologia intellisense, tessuto morbido, 5 temperature, autospegnimento, dispositivo sicurezza electro block, rivestimento lavabile in lavatrice, 52x54 cm","192","FALSE","Fix Me Please My Lord"
"106","B07Y8GCMLG","B07Y8GCMLG","0","1","imetec scaldasonno adapto matrimoniale 150 x 160 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, 100% lana e merino, made in italy, 2 comandi separati, 6 temperature","186","FALSE","Fix Me Please My Lord"
"107","B07Y8GH4K8","B07Y8GH4K8","0","1","imetec scaldasonno adapto matrimoniale 150 x 160 cm, basso consumo, tecnologia brevettata, riscaldamento rapido, temperatura personalizzata, 100% cotone, made in italy, 2 comandi con 6 temperature","196","FALSE","Fix Me Please My Lord"
"108","B07Y8GQVND","B07Y8GQVND","0","1","imetec scaldasonno adapto matrimoniale, basso consumo, riscaldamento rapido, temperatura personalizzata, tessuto trapuntato anallergico, made in italy, 2 comandi con 6 temperature, 150 x 160 cm","193","FALSE","Fix Me Please My Lord"
"109","B08J8XMFQN","B08J8XMFQN","0","1","imetec scaldasonno adapto maxi coprimaterasso matrimoniale 195 x 165 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, 100% lana e merino, doppio comando, 6 temperature","187","FALSE","Fix Me Please My Lord"
"110","B09GTTY863","B09GTTY863","0","1","imetec scaldasonno adapto maxi coprimaterasso matrimoniale 195x165 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, 100% cotone percalle trapuntato, doppio comando, 6 temperature","198","FALSE","Fix Me Please My Lord"
"111","B08HR23S41","B08HR23S41","0","1",NA,NA,NA,NA
"112","B08HR1VGSR","B08HR1VGSR","0","1","imetec scaldasonno adapto maxi coprimaterasso singolo 195x90 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, tessuto anallergico trapuntato, comando a 6 temperature","185","FALSE","Fix Me Please My Lord"
"113","B07Y8FDGDQ","B07Y8FDGDQ","0","1","imetec scaldasonno adapto piazza e mezza 150 x 120 cm, basso consumo, tecnologia brevettata, riscaldamento rapido, temperatura personalizzata, 100 % cotone, made in italy, comando con 6 temperature","197","FALSE","Fix Me Please My Lord"
"114","B07Y8GQMP5","B07Y8GQMP5","0","1",NA,NA,NA,NA
"115","B07Y8GR1WS","B07Y8GR1WS","0","1","imetec scaldasonno adapto singolo 150 x 80 cm, basso consumo, tecnologia brevettata, riscaldamento rapido, temperatura personalizzata, 100% cotone, made in italy, comando con 6 temperature","188","FALSE","Fix Me Please My Lord"
"116","B07Y8FZ6GJ","B07Y8FZ6GJ","0","1","imetec scaldasonno adapto singolo 150 x 80 cm, riscaldamento rapido, temperatura costante e personalizzata, tessuto trapuntato anallergico, made in italy, comando con 6 temperature","180","FALSE","Fix Me Please My Lord"
"117","B0056C02MI","B0056C02MI","0","1","imetec scaldasonno matrimoniale 150x160 cm, 50% lana e merino, 2 temperature, dispositivo sicurezza electro block, made in italy","128","FALSE","Fix Me Please My Lord"
"118","B00K6MR6JK","B00K6MR6JK","0","1",NA,NA,NA,NA
"119","B00M975Z7K","B00M975Z7K","0","1","imetec scaldasonno sensitive singolo, si adatta ai cambi di temperatura, morbido peluche, coprimaterasso maxi 190 x 90, electro block, 6 temperature, timer, risparmio energetico, lavabile","187","FALSE","Fix Me Please My Lord"
"120","B0056BZZDA","B0056BZZDA","0","1","imetec scaldasonno singolo 150x80 cm, basso consumo, 50% lana e merino, 2 temperature, dispositivo sicurezza electro block, made in italy","137","FALSE","Fix Me Please My Lord"
"121","B00A9269R2","B00A9269R2","0","1","imetec scaldasonno singolo, 150 x 80 cm, comando 2 temperature, tessuto trapuntato, lavabile a mano e in lavatrice a 30°c","121","FALSE","Fix Me Please My Lord"
"122","B07VGH4Z81","B07VGH4Z81","0","1","imetec body analizer es7 400 bilancia pesapersone diagnostica, misura acqua corporea, massa muscolare e grassa","110","FALSE","Fix Me Please My Lord"
"123","B07VC16GW8","B07VC16GW8","0","1",NA,NA,NA,NA
"124","B07W4JVN8S","B07W4JVN8S","0","1","imetec monitoring es9 300 bilancia pesapersone elettronica, monitoraggio trend grafico peso, 4 utenti, fino a 180 kg, lcd display, vetro temperato","146","FALSE","Fix Me Please My Lord"
"125","B07WBZC85N","B07WBZC85N","0","1","imetec precision es13 200 bilancia pesapersone elettronica, rivela anche le minime variazioni di peso, fino a 180 kg, lcd display, vetro temperato, batterie incluse","164","FALSE","Fix Me Please My Lord"
"126","B09N2JV9X3","B09N2JV9X3","0","1","imetec pro, bilancia pesapersone meccanica, rileva il peso in modo chiaro e affidabile, pedana antiscivolo, portata max 150 kg, divisione 1 kg, funzionamento analogico","167","FALSE","Fix Me Please My Lord"
"127","B0BCPB5TYQ","B0BCPB5TYQ","0","1","imetec activation ferro da stiro a vapore, piastra scorrevole in ceramica e tormalina, colpo vapore 200 g, tecnologia anticalcare zerocalc, antigoccia, eco, 2400 w","163","FALSE","Fix Me Please My Lord"
"128","B08V11MR92","B08V11MR92","0","1",NA,NA,NA,NA
"129","B09SDHHKJZ","B09SDHHKJZ","0","1","imetec intellifast, ferro da stiro a vapore, tecnologia intelli system, impostazione automatica della temperatura, piastra ceramic diamond, protezione anticalcare, 2400 w, colpo vapore 200 g","190","FALSE","Fix Me Please My Lord"
"130","B00GLSDCS2","B00GLSDCS2","0","1","imetec nuvola ferro da stiro da viaggio a vapore, piastra in acciaio inossidabile da 1000 w, custodia da viaggio, doppio voltaggio","130","FALSE","Fix Me Please My Lord"
"131","B08X6QMR36","B08X6QMR36","0","1",NA,NA,NA,NA
"132","B08HS4ZSMH","B08HS4ZSMH","0","1","imetec onda f2, ferro da stiro a vapore con piastra a onde scorrevole brevettata, 2400 w, colpo di vapore 200g, serbatoio 300 ml, tripla protezione anticalcare","159","FALSE","Fix Me Please My Lord"
"133","B08HS61FJ5","B08HS61FJ5","0","1","imetec onda p2 ferro da stiro generatore di vapore, piastra a onde scorrevole brevettata, 2400w, colpo vapore 300 g, serbatoio 2,5l, 3 filtri con ioni di argento, tecnologia no stop vapor","187","FALSE","Fix Me Please My Lord"
"134","B0B1QV8TWC","B0B1QV8TWC","0","1","imetec rapidvapor ferro da stiro generatore di vapore, piastra fluid ceramic a rapido riscaldamento, leggero, sistema di pulizia calc clean, colpo vapore 240 g, 2400 w, 5 bar pump","179","FALSE","Fix Me Please My Lord"
"135","B07S61V42S","B07S61V42S","0","1","imetec zerocalc kf1 100 kit 3 filtri anticalcare per ferri da stiro imetec zerocalc pro ceramic ps2 2400, ps2 2000, ps2 2200, intellivapor ps3 3000, imetec onda, ricambi originali","179","FALSE","Fix Me Please My Lord"
"136","B07P35DTPJ","B07P35DTPJ","0","1",NA,NA,NA,NA
"137","B07CKY9SNZ","B07CKY9SNZ","0","1","imetec zerocalc z1 2500 ferro da stiro, tecnologia anticalcare, piastra inox 2200 w, colpo vapore 120 g","103","FALSE","Fix Me Please My Lord"
"138","B07PPC54RD","B07PPC54RD","0","1","imetec zerocalc z1 2800 ferro da stiro con tecnologia anticalcare, piastra ceramica ad alta scorrevolezza, tecnologia a risparmio energetico, 2200 w, colpo vapore 130 g","168","FALSE","Fix Me Please My Lord"
"139","B07CKRCMB7","B07CKRCMB7","0","1",NA,NA,NA,NA
"140","B07MZGRDJ4","B07MZGRDJ4","0","1","imetec zerocalc z3 3700 ferro da stiro, tecnologia anticalcare, piastra ceramica ad alta scorrevolezza, 2400w, colpo vapore 160 g, 0,3 litri, dispositivo antigoccia tecnologia a risparmio energetico","198","FALSE","Fix Me Please My Lord"
"141","B07NYRRF1Y","B07NYRRF1Y","0","1","imetec zerocalc z3 3900 ferro da stiro a vapore, tecnologia anticalcare, tecnologia intellivapor (temperatura unica ideale per tutti i tessuti), piastra ceramica, 2400 w, colpo vapore 170 g","189","FALSE","Fix Me Please My Lord"
