"","SKU PRODOTTO","ASIN LIVE AMAZON","ASIN FORNITO TENACTA","L'ASIN LIVE SU AMAZON è UGUALE ALL'ASIN FORNITO TENACTA?","NOME PRODOTTO LIVE AMAZON","LUNGHEZZA NOME PRODOTTO LIVE SU AMAZON","NOME PRODOTTO UFFICIALE FORNITO DA TENACTA","LUNGHEZZA NOME PRODOTTO FORNITO DA TENACTA","IL NOME PRODOTTO LIVE AMAZON è UGUALE AL NOME PRODOTTO UFFICIALE TENACTA?","LA LUNGHEZZA DEL NOME PRODOTTO LIVE AMAZON è UGUALE ALLA LUNGHEZZA DEL NOME UFFICIALE TENACTA?","QUESTO ASIN RICHIEDE UNA CORREZIONE"
"22","imetec panemio macchina del pane, impasta lievita e cuoce, 12 programmi, cestello pagnotta, accessorio panini, 3 livelli di doratura, avvio programmabile, 550 w, ricettario","B01LXNKQOL","B01LXNKQOL",TRUE,"imetec panemio macchina del pane, impasta lievita e cuoce, 12 programmi, cestello pagnotta, accessorio panini, 3 livelli di doratura, avvio programmabile, 550 w, ricettario",172,"TRUE","TRUE",172,"TRUE","NEED FIX"
"28","bellissima imetec b26 100 piastra per capelli lunghi o difficili da disciplinare, formato extra large, rivestimento in ceramica, 160° c - 230° c","B072MSQDQG","B072MSQDQG",TRUE,"bellissima imetec b26 100 piastra per capelli lunghi o difficili da disciplinare, formato extra large, rivestimento in ceramica, 160° c - 230° c",144,"TRUE","TRUE",144,"TRUE","NEED FIX"
"29","imetec sp 100 spiralizer elettrico, tagliaverdure a spirale, affetta verdure in 3 forme spaghetti, tagliatelle, pappardelle, lame in acciaio inox, contenitore bpa free 500 ml, sistema di sicurezza","B0755CJFPL","B0755CJFPL",TRUE,"imetec sp 100 spiralizer elettrico, tagliaverdure a spirale, affetta verdure in 3 forme spaghetti, tagliatelle, pappardelle, lame in acciaio inox, contenitore bpa free 500 ml, sistema di sicurezza",196,"TRUE","TRUE",196,"TRUE","NEED FIX"
"33","imetec bw03 boule elettrica cordless, tecnologia ceramica, riscaldamento ultrarapido, termostato di sicurezza, spia di ricarica","B078RL1X78","B078RL1X78",TRUE,"imetec bw03 boule elettrica cordless, tecnologia ceramica, riscaldamento ultrarapido, termostato di sicurezza, spia di ricarica, bianco, ‎27.6 x 19.7 x 6.2 cm; 1.33 kg",167,"NEED FIX","NEED FIX",127,"TRUE","NEED FIX"
"35","imetec salon expert p5 3600 asciugacapelli professionale, 2300 w, griglia con rivestimento in ceramica e cheratina, tecnologia a ioni, 8 combinazioni aria/temperatura, 2 beccucci","B079Z9GXQS","B079Z9GXQS",TRUE,"imetec salon expert p5 3600 asciugacapelli professionale, 2300 w, griglia con rivestimento in ceramica e cheratina, tecnologia a ioni, 8 combinazioni aria/temperatura, 2 beccucci",178,"TRUE","TRUE",178,"TRUE","NEED FIX"
"36","imetec zerocalc z3 3500 ferro da stiro, tecnologia anticalcare, piastra inox 2400 w, colpo vapore 150 g","B07CKRCMB7","B07CKRCMB7",TRUE,"imetec zerocalc z3 3500 ferro da stiro, tecnologia anticalcare, piastra inox 2400 w, colpo vapore 150 g",103,"TRUE","TRUE",103,"TRUE","NEED FIX"
"37","imetec zerocalc z1 2500 ferro da stiro, tecnologia anticalcare, piastra inox 2200 w, colpo vapore 120 g","B07CKY9SNZ","B07CKY9SNZ",TRUE,"imetec zerocalc z1 2500 ferro da stiro, tecnologia anticalcare, piastra inox 2200 w, colpo vapore 120 g",103,"TRUE","TRUE",103,"TRUE","NEED FIX"
"40","bellissima my pro imetec ceramic p5 3800 asciugacapelli professionale per capelli morbidi e luminosi, tecnologia ceramica, 2300 w","B07JVLQ38M","B07JVLQ38M",TRUE,"bellissima my pro imetec ceramic p5 3800 asciugacapelli professionale per capelli morbidi e luminosi, tecnologia ceramica, 2300 w",129,"TRUE","TRUE",129,"TRUE","NEED FIX"
"41","imetec zerocalc z3 3700 ferro da stiro, tecnologia anticalcare, piastra ceramica ad alta scorrevolezza, 2400w, colpo vapore 160 g, 0,3 litri, dispositivo antigoccia tecnologia a risparmio energetico","B07MZGRDJ4","B07MZGRDJ4",TRUE,"imetec zerocalc z3 3700 ferro da stiro, tecnologia anticalcare, piastra ceramica ad alta scorrevolezza, 2400w, colpo vapore 160 g, 0,3 litri, dispositivo antigoccia tecnologia a risparmio energetico",198,"TRUE","TRUE",198,"TRUE","NEED FIX"
"42","imetec zerocalc z3 3900 ferro da stiro a vapore, tecnologia anticalcare, tecnologia intellivapor (temperatura unica ideale per tutti i tessuti), piastra ceramica, 2400 w, colpo vapore 170 g","B07NYRRF1Y","B07NYRRF1Y",TRUE,"imetec zerocalc z3 3900 ferro da stiro a vapore, tecnologia anticalcare, tecnologia intellivapor (temperatura unica ideale per tutti i tessuti), piastra ceramica, 2400 w, colpo vapore 170 g",189,"TRUE","TRUE",189,"TRUE","NEED FIX"
"43","imetec zerocalc ps1 2000 ferro da stiro compatto, 3.8 bar, tecnologia anticalcare e a risparmio energetico, ricarica continua, vapore pronto in 1 minuto, 2100 w, serbatoio xl da 1 l","B07P35DTPJ","B07P35DTPJ",TRUE,"imetec zerocalc ps1 2000 ferro da stiro compatto, 3.8 bar, tecnologia anticalcare e a risparmio energetico, ricarica continua, vapore pronto in 1 minuto, 2100 w, serbatoio xl da 1 l, bianco/blu",193,"NEED FIX","NEED FIX",181,"TRUE","NEED FIX"
"44","imetec zerocalc z1 2800 ferro da stiro con tecnologia anticalcare, piastra ceramica ad alta scorrevolezza, tecnologia a risparmio energetico, 2200 w, colpo vapore 130 g","B07PPC54RD","B07PPC54RD",TRUE,"imetec zerocalc z1 2800 ferro da stiro con tecnologia anticalcare, piastra ceramica ad alta scorrevolezza, tecnologia a risparmio energetico, 2200 w, colpo vapore 130 g",168,"TRUE","TRUE",168,"TRUE","NEED FIX"
"47","imetec zerocalc kf1 100 kit 3 filtri anticalcare per ferri da stiro imetec zerocalc pro ceramic ps2 2400, ps2 2000, ps2 2200, intellivapor ps3 3000, imetec onda, ricambi originali","B07S61V42S","B07S61V42S",TRUE,"imetec zerocalc kf1 100 kit 3 filtri anticalcare per ferri da stiro imetec zerocalc pro ceramic ps2 2400, ps2 2000, ps2 2200, intellivapor ps3 3000, imetec onda, ricambi originali",179,"TRUE","TRUE",179,"TRUE","NEED FIX"
"48","imetec compact es1 100 bilancia pesapersone elettronica compatta, design ultrasottile, ampio lcd display, portata max 150 kg","B07VC16GW8","B07VC16GW8",TRUE,"imetec compact es1 100 bilancia pesapersone elettronica compatta, design ultrasottile, ampio lcd display, portata max 150 kg",124,"TRUE","TRUE",124,"TRUE","NEED FIX"
"49","imetec body analizer es7 400 bilancia pesapersone diagnostica, misura acqua corporea, massa muscolare e grassa","B07VGH4Z81","B07VGH4Z81",TRUE,"imetec body analizer es7 400 bilancia pesapersone diagnostica, misura acqua corporea, massa muscolare e grassa",110,"TRUE","TRUE",110,"TRUE","NEED FIX"
"51","imetec monitoring es9 300 bilancia pesapersone elettronica, monitoraggio trend grafico peso, 4 utenti, fino a 180 kg, lcd display, vetro temperato","B07W4JVN8S","B07W4JVN8S",TRUE,"imetec monitoring es9 300 bilancia pesapersone elettronica, monitoraggio trend grafico peso, 4 utenti, fino a 180 kg, lcd display, vetro temperato",146,"TRUE","TRUE",146,"TRUE","NEED FIX"
"52","imetec precision es13 200 bilancia pesapersone elettronica, rivela anche le minime variazioni di peso, fino a 180 kg, lcd display, vetro temperato, batterie incluse","B07WBZC85N","B07WBZC85N",TRUE,"imetec precision es13 200 bilancia pesapersone elettronica, rivela anche le minime variazioni di peso, fino a 180 kg, lcd display, vetro temperato, batterie incluse",164,"TRUE","TRUE",164,"TRUE","NEED FIX"
"53","imetec eco se9 1000 asciugacapelli con tecnologia eco technology 1400 w, consumo energetico ridotto, 8 combinazioni aria/temperatura, diffusore per capelli ricci","B07Y8DHN3F","B07Y8DHN3F",TRUE,"imetec eco se9 1000 asciugacapelli con tecnologia eco technology 1400 w, consumo energetico ridotto, 8 combinazioni aria/temperatura, diffusore per capelli ricci",161,"TRUE","TRUE",161,"TRUE","NEED FIX"
"55","imetec scaldasonno adapto piazza e mezza 150 x 120 cm, tecnologia brevettata, riscaldamento rapido, temperatura costante e personalizzata, 100 % cotone, comando con 6 temperature","B07Y8FDGDQ","B07Y8FDGDQ",TRUE,"imetec scaldasonno adapto piazza e mezza 150 x 120 cm, basso consumo, tecnologia brevettata, riscaldamento rapido, temperatura personalizzata, 100 % cotone, made in italy, comando con 6 temperature",197,"NEED FIX","NEED FIX",178,"TRUE","NEED FIX"
"59","imetec scaldasonno adapto singolo 150 x 80 cm, riscaldamento rapido, temperatura costante e personalizzata, 100% lana e merino, tessuto antiscivolo, comando con 6 temperature","B07Y8GQMP5","B07Y8GQMP5",TRUE,"imetec scaldasonno adapto singolo 150 x 80 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, 100% lana e merino, made in italy, tessuto antiscivolo, comando con 6 temperature",193,"NEED FIX","NEED FIX",174,"TRUE","NEED FIX"
"64","imetec zero-glu pro, macchina per pane, ciabatte e panini senza glutine per celiaci, pasta pizza, dolci, marmellate, 20 programmi, 2 pale impastatrici, temperatura levitazione controllata, ricettario","B0848JZ6KP","B0848JZ6KP",TRUE,"imetec zero-glu pro, macchina per pane, ciabatte e panini senza glutine per celiaci, pasta pizza, dolci, marmellate, 20 programmi, 2 pale impastatrici, temperatura levitazione controllata, ricettario",199,"TRUE","TRUE",199,"TRUE","NEED FIX"
"65","imetec scaldasonno adapto maxi coprimaterasso singolo 195x90 cm, riscaldamento rapido, temperatura costante e personalizzata, tessuto anallergico trapuntato, comando con 6 temperature","B08HR1VGSR","B08HR1VGSR",TRUE,"imetec scaldasonno adapto maxi coprimaterasso singolo 195x90 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, tessuto anallergico trapuntato, comando a 6 temperature",185,"NEED FIX","NEED FIX",183,"TRUE","NEED FIX"
"66","imetec scaldasonno adapto maxi coprimaterasso matrimoniale 195x165 cm, riscaldamento rapido, temperatura costante e personalizzata, tessuto anallergico trapuntato, doppio comando, 6 temperature","B08HR23S41","B08HR23S41",TRUE,"imetec scaldasonno adapto maxi coprimaterasso matrimoniale 195x165 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, tessuto anallergico trapuntato, doppio comando, 6 temperature",197,"NEED FIX","NEED FIX",193,"TRUE","NEED FIX"
"67","imetec onda f2, ferro da stiro a vapore con piastra a onde scorrevole brevettata, 2400 w, colpo di vapore 200g, serbatoio 300 ml, tripla protezione anticalcare","B08HS4ZSMH","B08HS4ZSMH",TRUE,"imetec onda f2, ferro da stiro a vapore con piastra a onde scorrevole brevettata, 2400 w, colpo di vapore 200g, serbatoio 300 ml, tripla protezione anticalcare",159,"TRUE","TRUE",159,"TRUE","NEED FIX"
"68","imetec onda p2 ferro da stiro generatore di vapore, piastra a onde scorrevole brevettata, 2400w, colpo vapore 300 g, serbatoio 2,5l, 3 filtri con ioni di argento, tecnologia no stop vapor","B08HS61FJ5","B08HS61FJ5",TRUE,"imetec onda p2 ferro da stiro generatore di vapore, piastra a onde scorrevole brevettata, 2400w, colpo vapore 300 g, serbatoio 2,5l, 3 filtri con ioni di argento, tecnologia no stop vapor",187,"TRUE","TRUE",187,"TRUE","NEED FIX"
"70","bellissima my pro imetec gt22 120, accessorio sculpted curls per styler arricciacapelli twist & style, ferro riscaldato da 11 mm, rivestimento in ceramica, temperatura 185°c","B08J8XCSH4","B08J8XCSH4",TRUE,"bellissima my pro imetec gt22 120, accessorio sculpted curls per styler arricciacapelli twist & style, ferro riscaldato da 11 mm, rivestimento in ceramica, temperatura 185°c",173,"TRUE","TRUE",173,"TRUE","NEED FIX"
"74","imetec scaldasonno adapto maxi coprimaterasso matrimoniale 195 x 165 cm, riscaldamento rapido, temperatura costante e personalizzata, 100% lana e merino, doppio comando, 6 temperature","B08J8XMFQN","B08J8XMFQN",TRUE,"imetec scaldasonno adapto maxi coprimaterasso matrimoniale 195 x 165 cm, basso consumo, riscaldamento rapido, temperatura personalizzata, 100% lana e merino, doppio comando, 6 temperature",187,"NEED FIX","NEED FIX",183,"TRUE","NEED FIX"
"76","bellissima my pro imetec gt22 110, accessorio soft curls per styler arricciacapelli twist & style, ferro riscaldato da 25 mm, rivestimento in ceramica, temperatura 185°c","B08J8XNFNC","B08J8XNFNC",TRUE,"bellissima my pro imetec gt22 110, accessorio soft curls per styler arricciacapelli twist & style, ferro riscaldato da 25 mm, rivestimento in ceramica, temperatura 185°c",169,"TRUE","TRUE",169,"TRUE","NEED FIX"
"77","imetec adapto velvet square plaid riscaldabile, coperta elettrica 150x95 cm tessuto morbido, tecnologia adapto, dispositivo di sicurezza, rapido riscaldamento, 6 temperature, lavabile in lavatrice","B08J8Z15M1","B08J8Z15M1",TRUE,"imetec adapto velvet square plaid riscaldabile, coperta elettrica 150x95 cm tessuto morbido, basso consumo, tecnologia adapto, dispositivo di sicurezza, rapido riscaldamento, 6 temperature, lavabile",198,"NEED FIX","NEED FIX",196,"TRUE","NEED FIX"
"80","imetec la panetteria +zeroglu, macchina per pane, ciabatte, panini, dolci con farine naturali e senza glutine, 20 programmi, 2 pale impastatrici, temperatura di lievitazione controllata","B08JV7QK54","B08JV7QK54",TRUE,"imetec la panetteria +zeroglu, macchina per pane, ciabatte, panini, dolci con farine naturali e senza glutine, 20 programmi, 2 pale impastatrici, temperatura di lievitazione controllata",185,"TRUE","TRUE",185,"TRUE","NEED FIX"
"87","imetec frullatutto frullatore, lame tritaghiaccio in acciaio inox, bicchiere da 800 ml in vetro antigraffio, 2 velocità, funzionamento impulsi, 500 w, 2 velocità, lavabile lavastoviglie","B08JVCHZF3","B08JVCHZF3",TRUE,"imetec frullatutto frullatore, lame tritaghiaccio in acciaio inox, bicchiere da 800 ml in vetro antigraffio, 2 velocità, funzionamento impulsi, 500 w, 2 velocità, lavabile lavastoviglie",185,"TRUE","TRUE",185,"TRUE","NEED FIX"
"88","bellissima my pro imetec diffon ceramic, diffusore ad aria calda per capelli ricci, tecnologia ceramica, 700 w, 2 combinazioni aria/temperatura, asciugatura delicata senza effetto crespo","B08LVXG2V1","B08LVXG2V1",TRUE,"bellissima my pro imetec diffon ceramic, diffusore ad aria calda per capelli ricci, tecnologia ceramica, 700 w, 2 combinazioni aria/temperatura, asciugatura delicata senza effetto crespo",186,"TRUE","TRUE",186,"TRUE","NEED FIX"
"94","imetec buonfrullato, frullatore compatto, bicchiere in plastica bpa free, capacità 700 ml, coperchio dosa liquidi, 400 w","B08NPG5D5Y","B08NPG5D5Y",TRUE,"imetec buonfrullato, frullatore compatto, bicchiere in plastica bpa free, capacità 700 ml, coperchio dosa liquidi, 400 w",120,"TRUE","TRUE",120,"TRUE","NEED FIX"
"98","imetec tosta&griglia, tostiera elettrica, piastre xl per preparare 3 toast alla volta, compatta, riponibile in verticale, 800 w, spie di funzionamento","B08R7NM2SF","B08R7NM2SF",TRUE,"imetec tosta&griglia, tostiera elettrica, piastre xl per preparare 3 toast alla volta, compatta, riponibile in verticale, 800 w, spie di funzionamento",150,"TRUE","TRUE",150,"TRUE","NEED FIX"
"100","imetec frulla&gusta, frullatore con 4 lame in acciaio inox, bicchiare in vetro, 2 velocità e funzionamento impulsi, 500 w, capienza 800 ml, lavabile lavastoviglie, piedini antiscivolo","B08RYGFL21","B08RYGFL21",TRUE,"imetec frulla&gusta, frullatore con 4 lame in acciaio inox, bicchiare in vetro, 2 velocità e funzionamento impulsi, 500 w, capienza 800 ml, lavabile lavastoviglie, piedini antiscivolo",183,"TRUE","TRUE",183,"TRUE","NEED FIX"
"101","imetec eco perfect ferro da stiro a vapore, risultati ottimi con -35% di consumo di acqua e -25% di consumo energetico, piastra con rivestimento pro ceramic, tripla protezione anticalcare, 2400 w","B08V11MR92","B08V11MR92",TRUE,"imetec eco perfect ferro da stiro a vapore, risultati ottimi con -35% di consumo di acqua e -25% di consumo energetico, piastra con rivestimento pro ceramic, tripla protezione anticalcare, 2400 w",195,"TRUE","TRUE",195,"TRUE","NEED FIX"
"102","imetec onda f1, ferro da stiro a vapore con piastra a onde scorrevole brevettata, 2400 w, colpo di vapore 200g, serbatoio 300 ml, tripla protezione anticalcare","B08X6QMR36","B08X6QMR36",TRUE,"imetec onda f1, ferro da stiro a vapore con piastra a onde scorrevole brevettata, 2400 w, colpo di vapore 200g, serbatoio 300 ml, tripla protezione anticalcare",159,"TRUE","TRUE",159,"TRUE","NEED FIX"
"105","imetec salon expert p3 3600 asciugacapelli, motore professionale, 2200 w, ionizzatore, griglia ceramica e tormalina, 8 combinazioni aria temperatura, concentratore e diffusore professionali","B093C19CSD","B093C19CSD",TRUE,"imetec salon expert p3 3600 asciugacapelli, motore professionale, 2200 w, ionizzatore, griglia ceramica e tormalina, 8 combinazioni aria temperatura, concentratore e diffusore professionali",189,"TRUE","TRUE",189,"TRUE","NEED FIX"
"113","imetec silent power protection, termoventilatore silenzioso, 2100 w, stufetta elettrica, timer spegnimento programmabile, temperatura regolabile, 4 funzioni, termostato ambiente, funzione antigelo","B0987D9K2X","B0987D9K2X",TRUE,"imetec silent power protection, termoventilatore silenzioso, 2100 w, stufetta elettrica, timer spegnimento programmabile, temperatura regolabile, 4 funzioni, termostato ambiente, funzione antigelo",196,"TRUE","TRUE",196,"TRUE","NEED FIX"
"114","bellissima imetec air wonder, spazzola ad aria calda, tecnologia a ioni, spazzole rivestite in ceramica e cheratina, asciuga, dona volume, 8 accessori, 1000 w","B09BHV4DWG","B09BHV4DWG",TRUE,"bellissima imetec air wonder, spazzola ad aria calda, tecnologia a ioni, spazzole rivestite in ceramica e cheratina, asciuga, dona volume, 8 accessori, 1000 w",158,"TRUE","TRUE",158,"TRUE","NEED FIX"
"117","bellissima my pro imetec gt22 150 accessorio mermaid waves per styler arricciacapelli twist&style, ferro riscaldato forma bubbles, diametro 25 mm, rivestimento in ceramica, temperatura 190°c","B09CTZ6WKM","B09CTZ6WKM",TRUE,"bellissima my pro imetec gt22 150 accessorio mermaid waves per styler arricciacapelli twist&style, ferro riscaldato forma bubbles, diametro 25 mm, rivestimento in ceramica, temperatura 190°c",190,"TRUE","TRUE",190,"TRUE","NEED FIX"
"118","imetec intellisense comfort, termoforo multiuso, cuscino termico, per schiena e addome, tasca per mani, rapido riscaldamento, tessuto anallergico, 5 temperature, electro block di sicurezza, lavabile","B09CTZF711","B09CTZF711",TRUE,"imetec intellisense comfort, termoforo multiuso, cuscino termico, per schiena e addome, tasca per mani, rapido riscaldamento, tessuto anallergico, 5 temperature, electro block di sicurezza, lavabile",198,"TRUE","TRUE",198,"TRUE","NEED FIX"
"119","imetec intellisense xl, termoforo extra large schiena e gambe, cuscino termico, 38x50 cm, tessuto micro peluche, 5 temperature, electro block di sicurezza, riscaldamento rapido, lavabile in lavatrice","B09CTZM9LJ","B09CTZM9LJ",TRUE,"imetec intellisense xl, termoforo extra large schiena e gambe, cuscino termico, 38x50 cm, tessuto micro peluche, 5 temperature, electro block di sicurezza, riscaldamento rapido, lavabile in lavatrice",199,"TRUE","TRUE",199,"TRUE","NEED FIX"
"120","imetec intellisense cervical, termoforo per cervicale e spalle, cuscino termico, 47x52 cm, tessuto anallergico, 5 temperature, electro block di sicurezza, riscaldamento rapido, lavabile in lavatrice","B09CTZV4TM","B09CTZV4TM",TRUE,"imetec intellisense cervical, termoforo per cervicale e spalle, cuscino termico, 47x52 cm, tessuto anallergico, 5 temperature, electro block di sicurezza, riscaldamento rapido, lavabile in lavatrice",198,"TRUE","TRUE",198,"TRUE","NEED FIX"
"127","imetec intellisense comfort, termoforo multiuso, cuscino termico, 40x35 cm, tessuto anallergico, 5 temperature, electro block di sicurezza, lavabile, grigio, 40x35 cm","B09KV6G5KT","B09KV6G5KT",TRUE,"imetec intellisense essential, termoforo multiuso, cuscino termico, 40x35 cm, tessuto anallergico, 5 temperature, electro block di sicurezza, lavabile, 40x35 cm",160,"NEED FIX","NEED FIX",166,"TRUE","NEED FIX"
"128","imetec pro, bilancia pesapersone analogica, rileva il peso in modo chiaro e affidabile, pedana antiscivolo, portata max 150 kg, divisione 1 kg, funzionamento meccanico","B09N2JV9X3","B09N2JV9X3",TRUE,"imetec pro, bilancia pesapersone analogica, rileva il peso in modo chiaro e affidabile, pedana antiscivolo, portata max 150 kg, divisione 1 kg, funzionamento meccanico",167,"TRUE","TRUE",167,"TRUE","NEED FIX"
"129","imetec intellifast, ferro da stiro a vapore, tecnologia intelli system, impostazione automatica della temperatura, piastra ceramic diamond, protezione anticalcare, 2400 w, colpo vapore 200 g","B09SDHHKJZ","B09SDHHKJZ",TRUE,"imetec intellifast, ferro da stiro a vapore, tecnologia intelli system, impostazione automatica della temperatura, piastra ceramic diamond, protezione anticalcare, 2400 w, colpo vapore 200 g",190,"TRUE","TRUE",190,"TRUE","NEED FIX"
"131","bellissima imetec creativity ceramic & tourmaline, piastra per capelli, liscio o mosso, rivestimento in ceramica e tormalina, regolazione temperatura da 150-230°c, riscaldamento rapido","B09ZJ9QXZY","B09ZJ9QXZY",TRUE,"bellissima imetec creativity ceramic & tourmaline, piastra per capelli, liscio o mosso, rivestimento in ceramica e tormalina, regolazione temperatura da 150-230°c, riscaldamento rapido",184,"TRUE","TRUE",184,"TRUE","NEED FIX"
"132","imetec rapidvapor ferro da stiro generatore di vapore, piastra fluid ceramic a rapido riscaldamento, leggero, sistema di pulizia calc clean, colpo vapore 240 g, 2400 w, 5 bar pump","B0B1QV8TWC","B0B1QV8TWC",TRUE,"imetec rapidvapor ferro da stiro generatore di vapore, piastra fluid ceramic a rapido riscaldamento, leggero, sistema di pulizia calc clean, colpo vapore 240 g, 2400 w, 5 bar pump",179,"TRUE","TRUE",179,"TRUE","NEED FIX"
"133","imetec scaldapiedi, tecnologia intellisense, tessuto morbido, comando digitale a 5 temperature, autospegnimento, dispositivo di sicurezza electro block, rivestimento lavabile in lavatrice, 52x54 cm","B0B8JFYZ34","B0B8JFYZ34",TRUE,"imetec intellisensefeet scaldapiedi, tecnologia intellisense, tessuto morbido, 5 temperature, autospegnimento, dispositivo sicurezza electro block, rivestimento lavabile in lavatrice, 52x54 cm",192,"NEED FIX","NEED FIX",197,"TRUE","NEED FIX"
"135","imetec activation ferro da stiro a vapore, piastra scorrevole in ceramica e tormalina, colpo vapore 200 g, tecnologia anticalcare zerocalc, antigoccia, eco, 2400 w","B0BCPB5TYQ","B0BCPB5TYQ",TRUE,"imetec activation ferro da stiro a vapore, piastra scorrevole in ceramica e tormalina, colpo vapore 200 g, tecnologia anticalcare zerocalc, antigoccia, eco, 2400 w",163,"TRUE","TRUE",163,"TRUE","NEED FIX"
"136","imetec cakelover, impastatrice planetaria per dolci, creme e impasti salati, accessoriata, compatta, 1500w, fruste, pale e ganci, contenitore inox, 5 litri, 6 velocità, ricettario","B0BDVBHWWD","B0BDVBHWWD",TRUE,"imetec cakelover, impastatrice planetaria per dolci, creme e impasti salati, accessoriata, compatta, 1500w, fruste, pale e ganci, contenitore inox, 5 litri, 6 velocità, ricettario",179,"TRUE","TRUE",179,"TRUE","NEED FIX"
