"","asin","asin_2","real_name_norm","real_name_chr_len","title_lower","chr_len_dynamic","is_the_same","need_fix","X..i.."
"87","B08JV8L49M","B08JV8L49M","0","1","imetec tostamaxi tostapane, 2 fessure extralarge e pinze apribili per toast extrafarciti, 10 livelli di doratura, timer con autospegnimento, cassetto raccoglibriciole, 600 watt","176","FALSE","Fix Me Please My Lord",NA
"88","B08NPR8QNN","B08NPR8QNN","0","1","imetec tritacompact tritatutto, lame in acciaio inox, capienza contenitore 400 ml, funzionamento a pressione, compatto, 350 w","125","FALSE","Fix Me Please My Lord",NA
"89","B08NK1L69Z","B08NK1L69Z","0","1","imetec tritamax, tritatutto, 4 lame in acciaio inox, capiente contenitore 600 ml, accessorio frusta per salse e panna montata, 2 velocità, 500 watt","147","FALSE","Fix Me Please My Lord",NA
"90","B08NPMMFWQ","B08NPMMFWQ","0","1",NA,NA,NA,NA,NA
"91","B0848JZ6KP","B0848JZ6KP","0","1","imetec zero-glu pro, macchina per pane, ciabatte e panini senza glutine per celiaci, pasta pizza, dolci, marmellate, 20 programmi, 2 pale impastatrici, temperatura levitazione controllata, ricettario","199","FALSE","Fix Me Please My Lord",NA
"92","B009E7CBIY","B009E7CBIY","0","1",NA,NA,NA,NA,NA
"93","B00IRAFHB2","B00IRAFHB2","0","1",NA,NA,NA,NA,NA
"94","B0BLCXY3J8","B0BLCXY3J8","0","1",NA,NA,NA,NA,NA
"95","B0BLCZ42BG","B0BLCZ42BG","0","1",NA,NA,NA,NA,NA
"96","B08J8ZLLDT","B08J8ZLLDT","0","1",NA,NA,NA,NA,NA
"97","B08J8Z15M1","B08J8Z15M1","0","1",NA,NA,NA,NA,NA
"98","B08J8ZH957","B08J8ZH957","0","1","imetec adapto velvet tartan plaid riscaldabile con tasca mani e piedi, coperta elettrica 150x110 cm, basso consumo, tecnologia adapto, sicuro, rapido riscaldamento, 6 temperature, lavabile","188","FALSE","Fix Me Please My Lord",NA
"99","B08J8XJHNM","B08J8XJHNM","0","1",NA,NA,NA,NA,NA
"100","B078RL1X78","B078RL1X78","0","1","imetec bw03 boule elettrica cordless, tecnologia ceramica, riscaldamento ultrarapido, termostato di sicurezza, spia di ricarica","127","FALSE","Fix Me Please My Lord",NA
"101","B09CTZV4TM","B09CTZV4TM","0","1","imetec intellisense cervical, termoforo per cervicale e spalle, cuscino termico, 47x52 cm, tessuto anallergico, 5 temperature, electro block di sicurezza, riscaldamento rapido, lavabile in lavatrice","198","FALSE","Fix Me Please My Lord",NA
"102","B09CTZF711","B09CTZF711","0","1",NA,NA,NA,NA,NA
"103","B09KV6G5KT","B09KV6G5KT","0","1",NA,NA,NA,NA,NA
"104","B09CTZM9LJ","B09CTZM9LJ","0","1",NA,NA,NA,NA,NA
"105","B0B8JFYZ34","B0B8JFYZ34","0","1",NA,NA,NA,NA,NA
"106","B07Y8GCMLG","B07Y8GCMLG","0","1",NA,NA,NA,NA,NA
"107","B07Y8GH4K8","B07Y8GH4K8","0","1",NA,NA,NA,NA,NA
"108","B07Y8GQVND","B07Y8GQVND","0","1",NA,NA,NA,NA,NA
"109","B08J8XMFQN","B08J8XMFQN","0","1",NA,NA,NA,NA,NA
"110","B09GTTY863","B09GTTY863","0","1",NA,NA,NA,NA,NA
"111","B08HR23S41","B08HR23S41","0","1",NA,NA,NA,NA,NA
"112","B08HR1VGSR","B08HR1VGSR","0","1",NA,NA,NA,NA,NA
"113","B07Y8FDGDQ","B07Y8FDGDQ","0","1","imetec scaldasonno adapto piazza e mezza 150 x 120 cm, basso consumo, tecnologia brevettata, riscaldamento rapido, temperatura personalizzata, 100 % cotone, made in italy, comando con 6 temperature","197","FALSE","Fix Me Please My Lord",NA
"114","B07Y8GQMP5","B07Y8GQMP5","0","1",NA,NA,NA,NA,NA
"115","B07Y8GR1WS","B07Y8GR1WS","0","1",NA,NA,NA,NA,NA
"116","B07Y8FZ6GJ","B07Y8FZ6GJ","0","1",NA,NA,NA,NA,NA
"117","B0056C02MI","B0056C02MI","0","1",NA,NA,NA,NA,NA
"118","B00K6MR6JK","B00K6MR6JK","0","1",NA,NA,NA,NA,NA
"119","B00M975Z7K","B00M975Z7K","0","1","imetec scaldasonno sensitive singolo, si adatta ai cambi di temperatura, morbido peluche, coprimaterasso maxi 190 x 90, electro block, 6 temperature, timer, risparmio energetico, lavabile","187","FALSE","Fix Me Please My Lord",NA
"120","B0056BZZDA","B0056BZZDA","0","1",NA,NA,NA,NA,NA
"121","B00A9269R2","B00A9269R2","0","1",NA,NA,NA,NA,NA
"122","B07VGH4Z81","B07VGH4Z81","0","1",NA,NA,NA,NA,NA
"123","B07VC16GW8","B07VC16GW8","0","1","imetec compact es1 100 bilancia pesapersone elettronica compatta, design ultrasottile, ampio lcd display, portata max 150 kg","124","FALSE","Fix Me Please My Lord",NA
"124","B07W4JVN8S","B07W4JVN8S","0","1","imetec monitoring es9 300 bilancia pesapersone elettronica, monitoraggio trend grafico peso, 4 utenti, fino a 180 kg, lcd display, vetro temperato","146","FALSE","Fix Me Please My Lord",NA
"125","B07WBZC85N","B07WBZC85N","0","1",NA,NA,NA,NA,NA
"126","B09N2JV9X3","B09N2JV9X3","0","1",NA,NA,NA,NA,NA
"127","B0BCPB5TYQ","B0BCPB5TYQ","0","1",NA,NA,NA,NA,NA
"128","B08V11MR92","B08V11MR92","0","1",NA,NA,NA,NA,NA
"129","B09SDHHKJZ","B09SDHHKJZ","0","1","imetec intellifast, ferro da stiro a vapore, tecnologia intelli system, impostazione automatica della temperatura, piastra ceramic diamond, protezione anticalcare, 2400 w, colpo vapore 200 g","190","FALSE","Fix Me Please My Lord",NA
"130","B00GLSDCS2","B00GLSDCS2","0","1",NA,NA,NA,NA,NA
"131","B08X6QMR36","B08X6QMR36","0","1",NA,NA,NA,NA,NA
"132","B08HS4ZSMH","B08HS4ZSMH","0","1","imetec onda f2, ferro da stiro a vapore con piastra a onde scorrevole brevettata, 2400 w, colpo di vapore 200g, serbatoio 300 ml, tripla protezione anticalcare","159","FALSE","Fix Me Please My Lord",NA
"133","B08HS61FJ5","B08HS61FJ5","0","1",NA,NA,NA,NA,NA
"134","B0B1QV8TWC","B0B1QV8TWC","0","1","imetec rapidvapor ferro da stiro generatore di vapore, piastra fluid ceramic a rapido riscaldamento, leggero, sistema di pulizia calc clean, colpo vapore 240 g, 2400 w, 5 bar pump","179","FALSE","Fix Me Please My Lord",NA
"135","B07S61V42S","B07S61V42S","0","1",NA,NA,NA,NA,NA
"136","B07P35DTPJ","B07P35DTPJ","0","1",NA,NA,NA,NA,NA
"137","B07CKY9SNZ","B07CKY9SNZ","0","1","imetec zerocalc z1 2500 ferro da stiro, tecnologia anticalcare, piastra inox 2200 w, colpo vapore 120 g","103","FALSE","Fix Me Please My Lord",NA
"138","B07PPC54RD","B07PPC54RD","0","1",NA,NA,NA,NA,NA
"139","B07CKRCMB7","B07CKRCMB7","0","1",NA,NA,NA,NA,NA
"140","B07MZGRDJ4","B07MZGRDJ4","0","1",NA,NA,NA,NA,NA
"141","B07NYRRF1Y","B07NYRRF1Y","0","1",NA,NA,NA,NA,NA
